scenario,level,algorithm,seed,normalized_HV
missing_fidelity_pairs_pct,0,qNEHVI,6,0.8890134285080922
missing_fidelity_pairs_pct,0,qNEHVI,7,0.8650569913977857
missing_fidelity_pairs_pct,0,qNEHVI,8,0.8855006509155963
missing_fidelity_pairs_pct,0,qNEHVI,9,0.8699762302085976
missing_fidelity_pairs_pct,0,qNEHVI,10,0.8798046107508132
missing_fidelity_pairs_pct,0,qNEHVI,11,0.8894734542857408
missing_fidelity_pairs_pct,0,qNEHVI,12,0.8823124439287018
missing_fidelity_pairs_pct,0,qNEHVI,13,0.8623433682361747
missing_fidelity_pairs_pct,0,qNEHVI,14,0.8794777092710758
missing_fidelity_pairs_pct,0,qNEHVI,15,0.8710222883483141
missing_fidelity_pairs_pct,0,qNEHVI,16,0.8749154085428974
missing_fidelity_pairs_pct,0,qNEHVI,17,0.8739016002607474
missing_fidelity_pairs_pct,0,qNEHVI,18,0.8715531014806297
missing_fidelity_pairs_pct,0,qNEHVI,19,0.8822818929754546
missing_fidelity_pairs_pct,0,qNEHVI,20,0.8689648622107884
missing_fidelity_pairs_pct,0,LC-SAEA,1,0.8695890813412145
missing_fidelity_pairs_pct,0,LC-SAEA,2,0.8740054775745231
missing_fidelity_pairs_pct,0,LC-SAEA,3,0.8901715700374571
missing_fidelity_pairs_pct,0,LC-SAEA,4,0.8755322228635941
missing_fidelity_pairs_pct,0,LC-SAEA,5,0.8668805225804532
missing_fidelity_pairs_pct,0,LC-SAEA,6,0.8784053614511197
missing_fidelity_pairs_pct,0,LC-SAEA,7,0.8800198361482743
missing_fidelity_pairs_pct,0,LC-SAEA,8,0.8612292594550204
missing_fidelity_pairs_pct,0,LC-SAEA,9,0.8854119881654745
missing_fidelity_pairs_pct,0,LC-SAEA,10,0.8508522913495985
missing_fidelity_pairs_pct,0,LC-SAEA,11,0.8857849095421693
missing_fidelity_pairs_pct,0,LC-SAEA,12,0.8735862793705972
missing_fidelity_pairs_pct,0,LC-SAEA,13,0.885928012147569
missing_fidelity_pairs_pct,0,LC-SAEA,14,0.8721674692362756
missing_fidelity_pairs_pct,0,LC-SAEA,15,0.8764510909386016
missing_fidelity_pairs_pct,0,LC-SAEA,16,0.8782450636498025
missing_fidelity_pairs_pct,0,LC-SAEA,17,0.8652311875797801
missing_fidelity_pairs_pct,0,LC-SAEA,18,0.8727476286478522
missing_fidelity_pairs_pct,0,LC-SAEA,19,0.8659689864910234
missing_fidelity_pairs_pct,0,LC-SAEA,20,0.8775492902371045
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,1,0.9095058529534229
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,2,0.9068145186076885
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,3,0.9057517728915387
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,4,0.90647870648215
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,5,0.9042945641325526
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,6,0.9098821420898778
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,7,0.9020063044588593
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,8,0.9029519101435268
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,9,0.913196546331225
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,10,0.9103509469574417
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,11,0.9160344774127197
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,12,0.9150366631803787
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,13,0.9084629302600034
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,14,0.9110005931869463
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,15,0.8937054673095547
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,16,0.90633485910019
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,17,0.9042886688772594
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,18,0.9093999619181743
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,19,0.9110832167159172
missing_fidelity_pairs_pct,15,MF-BCL-SAEA,20,0.9059143184871526
missing_fidelity_pairs_pct,15,MF-EMTO,1,0.8663389759936251
missing_fidelity_pairs_pct,15,MF-EMTO,2,0.8805788231099578
missing_fidelity_pairs_pct,15,MF-EMTO,3,0.8745905248787136
missing_fidelity_pairs_pct,15,MF-EMTO,4,0.8873523082414987
missing_fidelity_pairs_pct,15,MF-EMTO,5,0.8915896044550298
missing_fidelity_pairs_pct,15,MF-EMTO,6,0.8774565512296209
missing_fidelity_pairs_pct,15,MF-EMTO,7,0.8799254468428104
missing_fidelity_pairs_pct,15,MF-EMTO,8,0.8624192693943795
missing_fidelity_pairs_pct,15,MF-EMTO,9,0.8834278650350135
missing_fidelity_pairs_pct,15,MF-EMTO,10,0.8774946963329822
missing_fidelity_pairs_pct,15,MF-EMTO,11,0.8818319390109995
missing_fidelity_pairs_pct,15,MF-EMTO,12,0.8851237796391186
missing_fidelity_pairs_pct,15,MF-EMTO,13,0.8693629181188826
missing_fidelity_pairs_pct,15,MF-EMTO,14,0.8675213906287867
missing_fidelity_pairs_pct,15,MF-EMTO,15,0.8725612267656678
missing_fidelity_pairs_pct,15,MF-EMTO,16,0.8853523028875419
missing_fidelity_pairs_pct,15,MF-EMTO,17,0.8708996641177822
missing_fidelity_pairs_pct,15,MF-EMTO,18,0.8718960437509271
missing_fidelity_pairs_pct,15,MF-EMTO,19,0.8912271832531958
missing_fidelity_pairs_pct,15,MF-EMTO,20,0.8779522949247678
missing_fidelity_pairs_pct,15,qNEHVI,1,0.8535930189986594
missing_fidelity_pairs_pct,15,qNEHVI,2,0.8747774957449214
missing_fidelity_pairs_pct,15,qNEHVI,3,0.8663823344432245
missing_fidelity_pairs_pct,15,qNEHVI,4,0.8610721247572127
missing_fidelity_pairs_pct,15,qNEHVI,5,0.8811264987993904
missing_fidelity_pairs_pct,15,qNEHVI,6,0.8707939654936899
missing_fidelity_pairs_pct,15,qNEHVI,7,0.8652798148146644
missing_fidelity_pairs_pct,15,qNEHVI,8,0.8692774210141063
missing_fidelity_pairs_pct,15,qNEHVI,9,0.8733725903647349
missing_fidelity_pairs_pct,15,qNEHVI,10,0.8649050731937469
missing_fidelity_pairs_pct,15,qNEHVI,11,0.8726866534333759
missing_fidelity_pairs_pct,15,qNEHVI,12,0.8770121115219734
missing_fidelity_pairs_pct,15,qNEHVI,13,0.8795324092660922
missing_fidelity_pairs_pct,15,qNEHVI,14,0.8646006525691928
missing_fidelity_pairs_pct,15,qNEHVI,15,0.869182279785781
missing_fidelity_pairs_pct,15,qNEHVI,16,0.8746533236692756
missing_fidelity_pairs_pct,15,qNEHVI,17,0.8703514855120053
missing_fidelity_pairs_pct,15,qNEHVI,18,0.8602873655005819
missing_fidelity_pairs_pct,15,qNEHVI,19,0.874136509126553
missing_fidelity_pairs_pct,15,qNEHVI,20,0.8775143370808264
missing_fidelity_pairs_pct,15,LC-SAEA,1,0.8716317030708804
missing_fidelity_pairs_pct,15,LC-SAEA,2,0.8751757134652074
missing_fidelity_pairs_pct,15,LC-SAEA,3,0.8544611389304798
missing_fidelity_pairs_pct,15,LC-SAEA,4,0.8644483815143211
missing_fidelity_pairs_pct,15,LC-SAEA,5,0.8682723831825787
missing_fidelity_pairs_pct,15,LC-SAEA,6,0.8636989046749888
missing_fidelity_pairs_pct,15,LC-SAEA,7,0.8487678789747132
missing_fidelity_pairs_pct,15,LC-SAEA,8,0.8550302542995362
missing_fidelity_pairs_pct,15,LC-SAEA,9,0.8764515771694295
missing_fidelity_pairs_pct,15,LC-SAEA,10,0.8690400650474416
missing_fidelity_pairs_pct,15,LC-SAEA,11,0.8561764089120807
missing_fidelity_pairs_pct,15,LC-SAEA,12,0.8615413833953435
missing_fidelity_pairs_pct,15,LC-SAEA,13,0.8675213825355134
missing_fidelity_pairs_pct,15,LC-SAEA,14,0.8590027611560228
missing_fidelity_pairs_pct,15,LC-SAEA,15,0.8549188246174835
missing_fidelity_pairs_pct,15,LC-SAEA,16,0.8678185444254457
missing_fidelity_pairs_pct,15,LC-SAEA,17,0.8620535958194012
missing_fidelity_pairs_pct,15,LC-SAEA,18,0.8483463294206245
missing_fidelity_pairs_pct,15,LC-SAEA,19,0.8634348847458986
missing_fidelity_pairs_pct,15,LC-SAEA,20,0.8723308754631818
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,1,0.9029559632096417
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,2,0.8961515908730402
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,3,0.9040225081568546
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,4,0.9094143408281243
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,5,0.9013880837040245
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,6,0.8973208879931315
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,7,0.9097775530295548
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,8,0.90576414971306
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,9,0.8976247575490494
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,10,0.8976265411509948
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,11,0.9102889183496871
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,12,0.9019957798069168
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,13,0.900051655871745
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,14,0.9027215075184871
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,15,0.899454671804021
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,16,0.893611745689075
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,17,0.8975175973299713
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,18,0.9028617254875254
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,19,0.8977401941591644
missing_fidelity_pairs_pct,30,MF-BCL-SAEA,20,0.9036806254362283
missing_fidelity_pairs_pct,30,MF-EMTO,1,0.8673735258307955
missing_fidelity_pairs_pct,30,MF-EMTO,2,0.8721226012476053
missing_fidelity_pairs_pct,30,MF-EMTO,3,0.8750931432064799
missing_fidelity_pairs_pct,30,MF-EMTO,4,0.8792307144677726
missing_fidelity_pairs_pct,30,MF-EMTO,5,0.8691545289566692
missing_fidelity_pairs_pct,30,MF-EMTO,6,0.8811790988427506
missing_fidelity_pairs_pct,30,MF-EMTO,7,0.8804874168604069
missing_fidelity_pairs_pct,30,MF-EMTO,8,0.8666011778972824
missing_fidelity_pairs_pct,30,MF-EMTO,9,0.8737868989157704
missing_fidelity_pairs_pct,30,MF-EMTO,10,0.8783579127812522
missing_fidelity_pairs_pct,30,MF-EMTO,11,0.8695926619807595
missing_fidelity_pairs_pct,30,MF-EMTO,12,0.876637045264339
missing_fidelity_pairs_pct,30,MF-EMTO,13,0.8681759523180425
missing_fidelity_pairs_pct,30,MF-EMTO,14,0.8703313393898422
missing_fidelity_pairs_pct,30,MF-EMTO,15,0.8623537407672994
missing_fidelity_pairs_pct,30,MF-EMTO,16,0.8563400985604986
missing_fidelity_pairs_pct,30,MF-EMTO,17,0.8583624563328606
missing_fidelity_pairs_pct,30,MF-EMTO,18,0.8643862445998349
missing_fidelity_pairs_pct,30,MF-EMTO,19,0.8789750016766844
missing_fidelity_pairs_pct,30,MF-EMTO,20,0.8724998100880469
missing_fidelity_pairs_pct,30,qNEHVI,1,0.8573574093300242
missing_fidelity_pairs_pct,30,qNEHVI,2,0.8680783462607997
missing_fidelity_pairs_pct,30,qNEHVI,3,0.8715184041190333
missing_fidelity_pairs_pct,30,qNEHVI,4,0.8687248240844563
missing_fidelity_pairs_pct,30,qNEHVI,5,0.8534654870547341
missing_fidelity_pairs_pct,30,qNEHVI,6,0.8587099364786739
missing_fidelity_pairs_pct,30,qNEHVI,7,0.8516269048467685
missing_fidelity_pairs_pct,30,qNEHVI,8,0.8561441863540945
missing_fidelity_pairs_pct,30,qNEHVI,9,0.8505933670744734
missing_fidelity_pairs_pct,30,qNEHVI,10,0.8438270550568858
missing_fidelity_pairs_pct,30,qNEHVI,11,0.8572722629747902
missing_fidelity_pairs_pct,30,qNEHVI,12,0.8605725701310242
missing_fidelity_pairs_pct,30,qNEHVI,13,0.8741182781832867
missing_fidelity_pairs_pct,30,qNEHVI,14,0.8408018471491087
missing_fidelity_pairs_pct,30,qNEHVI,15,0.8698689501752191
missing_fidelity_pairs_pct,30,qNEHVI,16,0.8627664684282775
missing_fidelity_pairs_pct,30,qNEHVI,17,0.8683950155011257
missing_fidelity_pairs_pct,30,qNEHVI,18,0.8638734544966798
missing_fidelity_pairs_pct,30,qNEHVI,19,0.8731196995550266
missing_fidelity_pairs_pct,30,qNEHVI,20,0.8554624144962469
missing_fidelity_pairs_pct,30,LC-SAEA,1,0.8440204392422347
missing_fidelity_pairs_pct,30,LC-SAEA,2,0.8406720205633464
missing_fidelity_pairs_pct,30,LC-SAEA,3,0.8407751753367547
missing_fidelity_pairs_pct,30,LC-SAEA,4,0.8575199406039812
missing_fidelity_pairs_pct,30,LC-SAEA,5,0.857059660892629
missing_fidelity_pairs_pct,30,LC-SAEA,6,0.8598126816604983
missing_fidelity_pairs_pct,30,LC-SAEA,7,0.8525711547019698
missing_fidelity_pairs_pct,30,LC-SAEA,8,0.8563491661717715
missing_fidelity_pairs_pct,30,LC-SAEA,9,0.8412928227732476
missing_fidelity_pairs_pct,30,LC-SAEA,10,0.8477861795377425
missing_fidelity_pairs_pct,30,LC-SAEA,11,0.8440009405572901
missing_fidelity_pairs_pct,30,LC-SAEA,12,0.8665696098226059
missing_fidelity_pairs_pct,30,LC-SAEA,13,0.8327171178773959
missing_fidelity_pairs_pct,30,LC-SAEA,14,0.8555614561831396
missing_fidelity_pairs_pct,30,LC-SAEA,15,0.8504819656326185
missing_fidelity_pairs_pct,30,LC-SAEA,16,0.8555582787922767
missing_fidelity_pairs_pct,30,LC-SAEA,17,0.8544986926793483
missing_fidelity_pairs_pct,30,LC-SAEA,18,0.8451601951031076
missing_fidelity_pairs_pct,30,LC-SAEA,19,0.837888053020307
missing_fidelity_pairs_pct,30,LC-SAEA,20,0.8499140373691945
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,1,0.8887901721362386
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,2,0.8920395886429843
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,3,0.8993678470198946
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,4,0.9025005666407252
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,5,0.8981252809761526
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,6,0.8888415320067338
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,7,0.8925494757711095
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,8,0.8926363079144403
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,9,0.8827703367613505
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,10,0.89497137989459
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,11,0.8982892120242079
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,12,0.892754581612571
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,13,0.8914471074895092
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,14,0.8941301158727633
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,15,0.8937343404942721
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,16,0.8988523978693793
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,17,0.8873941876426542
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,18,0.8959111841744962
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,19,0.896797895933819
missing_fidelity_pairs_pct,45,MF-BCL-SAEA,20,0.8951051726869941
missing_fidelity_pairs_pct,45,MF-EMTO,1,0.8556007759752218
missing_fidelity_pairs_pct,45,MF-EMTO,2,0.8559944663485912
missing_fidelity_pairs_pct,45,MF-EMTO,3,0.8714298696976146
missing_fidelity_pairs_pct,45,MF-EMTO,4,0.8612156562894773
missing_fidelity_pairs_pct,45,MF-EMTO,5,0.8713340136253575
missing_fidelity_pairs_pct,45,MF-EMTO,6,0.8747502462388662
missing_fidelity_pairs_pct,45,MF-EMTO,7,0.8567349678829996
missing_fidelity_pairs_pct,45,MF-EMTO,8,0.8716420971446484
missing_fidelity_pairs_pct,45,MF-EMTO,9,0.8732176813247865
missing_fidelity_pairs_pct,45,MF-EMTO,10,0.8558395050256382
missing_fidelity_pairs_pct,45,MF-EMTO,11,0.8552601635150044
missing_fidelity_pairs_pct,45,MF-EMTO,12,0.8614534485856494
missing_fidelity_pairs_pct,45,MF-EMTO,13,0.8641021496577813
missing_fidelity_pairs_pct,45,MF-EMTO,14,0.8498990271162474
missing_fidelity_pairs_pct,45,MF-EMTO,15,0.8456390603707736
missing_fidelity_pairs_pct,45,MF-EMTO,16,0.8638757708132109
missing_fidelity_pairs_pct,45,MF-EMTO,17,0.8745986227024206
missing_fidelity_pairs_pct,45,MF-EMTO,18,0.8669171718452003
missing_fidelity_pairs_pct,45,MF-EMTO,19,0.8798041539306991
missing_fidelity_pairs_pct,45,MF-EMTO,20,0.8670454908076809
missing_fidelity_pairs_pct,45,qNEHVI,1,0.8474590811558206
missing_fidelity_pairs_pct,45,qNEHVI,2,0.8393904558217703
missing_fidelity_pairs_pct,45,qNEHVI,3,0.8607674055274921
missing_fidelity_pairs_pct,45,qNEHVI,4,0.8661019068669243
missing_fidelity_pairs_pct,45,qNEHVI,5,0.8519298653381516
missing_fidelity_pairs_pct,45,qNEHVI,6,0.8584524588555998
missing_fidelity_pairs_pct,45,qNEHVI,7,0.8607900103606387
missing_fidelity_pairs_pct,45,qNEHVI,8,0.8564915777091817
missing_fidelity_pairs_pct,45,qNEHVI,9,0.8619138290487426
missing_fidelity_pairs_pct,45,qNEHVI,10,0.8567855622323701
missing_fidelity_pairs_pct,45,qNEHVI,11,0.8495833187268504
missing_fidelity_pairs_pct,45,qNEHVI,12,0.844706490882027
missing_fidelity_pairs_pct,45,qNEHVI,13,0.8448717209853075
missing_fidelity_pairs_pct,45,qNEHVI,14,0.8488927798475296
missing_fidelity_pairs_pct,45,qNEHVI,15,0.8468191299676813
missing_fidelity_pairs_pct,45,qNEHVI,16,0.8577276243040205
missing_fidelity_pairs_pct,45,qNEHVI,17,0.8524747756092592
missing_fidelity_pairs_pct,45,qNEHVI,18,0.8635330646426547
missing_fidelity_pairs_pct,45,qNEHVI,19,0.8413624487320264
missing_fidelity_pairs_pct,45,qNEHVI,20,0.8531268042344926
missing_fidelity_pairs_pct,45,LC-SAEA,1,0.8475139028167981
missing_fidelity_pairs_pct,45,LC-SAEA,2,0.8357173043512375
missing_fidelity_pairs_pct,45,LC-SAEA,3,0.8419851583295896
missing_fidelity_pairs_pct,45,LC-SAEA,4,0.852096937047685
missing_fidelity_pairs_pct,45,LC-SAEA,5,0.8453866943745804
missing_fidelity_pairs_pct,45,LC-SAEA,6,0.8318997351518921
missing_fidelity_pairs_pct,45,LC-SAEA,7,0.851112829841102
missing_fidelity_pairs_pct,45,LC-SAEA,8,0.8325351265572832
missing_fidelity_pairs_pct,45,LC-SAEA,9,0.8345155512873591
missing_fidelity_pairs_pct,45,LC-SAEA,10,0.8401472249687582
missing_fidelity_pairs_pct,45,LC-SAEA,11,0.8405053804687849
missing_fidelity_pairs_pct,45,LC-SAEA,12,0.8288104037799963
missing_fidelity_pairs_pct,45,LC-SAEA,13,0.854751720033051
missing_fidelity_pairs_pct,45,LC-SAEA,14,0.834082365497967
missing_fidelity_pairs_pct,45,LC-SAEA,15,0.8166225560776152
missing_fidelity_pairs_pct,45,LC-SAEA,16,0.8415091662824581
missing_fidelity_pairs_pct,45,LC-SAEA,17,0.838902717057637
missing_fidelity_pairs_pct,45,LC-SAEA,18,0.836060933757946
missing_fidelity_pairs_pct,45,LC-SAEA,19,0.8408513986097133
missing_fidelity_pairs_pct,45,LC-SAEA,20,0.8446174999335704
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,1,0.88815013170774
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,2,0.8930779292718247
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,3,0.8869678528876649
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,4,0.8936457247504482
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,5,0.8911398380752951
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,6,0.8778106169654555
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,7,0.8924722884345264
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,8,0.886984868038274
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,9,0.8924342719013026
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,10,0.8877520472691848
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,11,0.8832341217713346
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,12,0.8885995714749761
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,13,0.8873784950476243
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,14,0.8848376191462326
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,15,0.8840109193958811
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,16,0.882917728601772
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,17,0.8863994087234004
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,18,0.88045096729146
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,19,0.8951534319636228
missing_fidelity_pairs_pct,60,MF-BCL-SAEA,20,0.893147803408313
missing_fidelity_pairs_pct,60,MF-EMTO,1,0.8324135219659976
missing_fidelity_pairs_pct,60,MF-EMTO,2,0.8570932863537537
missing_fidelity_pairs_pct,60,MF-EMTO,3,0.8439431686738295
missing_fidelity_pairs_pct,60,MF-EMTO,4,0.850003396849361
missing_fidelity_pairs_pct,60,MF-EMTO,5,0.849641470906643
missing_fidelity_pairs_pct,60,MF-EMTO,6,0.8586651714748188
missing_fidelity_pairs_pct,60,MF-EMTO,7,0.8634207538186981
missing_fidelity_pairs_pct,60,MF-EMTO,8,0.8715556420662327
missing_fidelity_pairs_pct,60,MF-EMTO,9,0.8516178083524112
missing_fidelity_pairs_pct,60,MF-EMTO,10,0.8598224846006198
missing_fidelity_pairs_pct,60,MF-EMTO,11,0.8379575367629085
missing_fidelity_pairs_pct,60,MF-EMTO,12,0.8421341636250023
missing_fidelity_pairs_pct,60,MF-EMTO,13,0.8667989683237686
missing_fidelity_pairs_pct,60,MF-EMTO,14,0.8552996641744319
missing_fidelity_pairs_pct,60,MF-EMTO,15,0.8318107962288402
missing_fidelity_pairs_pct,60,MF-EMTO,16,0.8527099953798353
missing_fidelity_pairs_pct,60,MF-EMTO,17,0.837378901778923
missing_fidelity_pairs_pct,60,MF-EMTO,18,0.8415259290477414
missing_fidelity_pairs_pct,60,MF-EMTO,19,0.8573450406587886
missing_fidelity_pairs_pct,60,MF-EMTO,20,0.8456621349996043
missing_fidelity_pairs_pct,60,qNEHVI,1,0.8361817191042596
missing_fidelity_pairs_pct,60,qNEHVI,2,0.8490490169933075
missing_fidelity_pairs_pct,60,qNEHVI,3,0.8391229943870697
missing_fidelity_pairs_pct,60,qNEHVI,4,0.8373903851520427
missing_fidelity_pairs_pct,60,qNEHVI,5,0.8271741925257367
missing_fidelity_pairs_pct,60,qNEHVI,6,0.8503421646012902
missing_fidelity_pairs_pct,60,qNEHVI,7,0.8303111648322011
missing_fidelity_pairs_pct,60,qNEHVI,8,0.8430857492689094
missing_fidelity_pairs_pct,60,qNEHVI,9,0.8409060393700887
missing_fidelity_pairs_pct,60,qNEHVI,10,0.8391142728776144
missing_fidelity_pairs_pct,60,qNEHVI,11,0.8380073785180314
missing_fidelity_pairs_pct,60,qNEHVI,12,0.8384185448313661
missing_fidelity_pairs_pct,60,qNEHVI,13,0.83581924462745
missing_fidelity_pairs_pct,60,qNEHVI,14,0.8462742366958095
missing_fidelity_pairs_pct,60,qNEHVI,15,0.8442765496252396
missing_fidelity_pairs_pct,60,qNEHVI,16,0.8450050750780053
missing_fidelity_pairs_pct,60,qNEHVI,17,0.844259511135397
missing_fidelity_pairs_pct,60,qNEHVI,18,0.8434952608925655
missing_fidelity_pairs_pct,60,qNEHVI,19,0.8312145387142487
missing_fidelity_pairs_pct,60,qNEHVI,20,0.8331174739221797
missing_fidelity_pairs_pct,60,LC-SAEA,1,0.8267669508493515
missing_fidelity_pairs_pct,60,LC-SAEA,2,0.8350374550592848
missing_fidelity_pairs_pct,60,LC-SAEA,3,0.8220577364151034
missing_fidelity_pairs_pct,60,LC-SAEA,4,0.8408098145441628
missing_fidelity_pairs_pct,60,LC-SAEA,5,0.8305121439343226
missing_fidelity_pairs_pct,60,LC-SAEA,6,0.8280912798015685
missing_fidelity_pairs_pct,60,LC-SAEA,7,0.8323208642465524
missing_fidelity_pairs_pct,60,LC-SAEA,8,0.8406884744993092
missing_fidelity_pairs_pct,60,LC-SAEA,9,0.8292234797379279
missing_fidelity_pairs_pct,60,LC-SAEA,10,0.8272407275985462
missing_fidelity_pairs_pct,60,LC-SAEA,11,0.8238284268605315
missing_fidelity_pairs_pct,60,LC-SAEA,12,0.8203827328772373
missing_fidelity_pairs_pct,60,LC-SAEA,13,0.8187094142661349
missing_fidelity_pairs_pct,60,LC-SAEA,14,0.83329013621716
missing_fidelity_pairs_pct,60,LC-SAEA,15,0.8284791713682969
missing_fidelity_pairs_pct,60,LC-SAEA,16,0.8198643416301188
missing_fidelity_pairs_pct,60,LC-SAEA,17,0.8300157591604919
missing_fidelity_pairs_pct,60,LC-SAEA,18,0.8243898791334907
missing_fidelity_pairs_pct,60,LC-SAEA,19,0.8363043972081604
missing_fidelity_pairs_pct,60,LC-SAEA,20,0.8237671279262331
phase_temperature_shift_C,0,MF-BCL-SAEA,1,0.9174876716356921
phase_temperature_shift_C,0,MF-BCL-SAEA,2,0.9136276691568355
phase_temperature_shift_C,0,MF-BCL-SAEA,3,0.9259781102631544
phase_temperature_shift_C,0,MF-BCL-SAEA,4,0.9210616962465847
phase_temperature_shift_C,0,MF-BCL-SAEA,5,0.9128657143319379
phase_temperature_shift_C,0,MF-BCL-SAEA,6,0.9142827497376093
phase_temperature_shift_C,0,MF-BCL-SAEA,7,0.9151755678480514
phase_temperature_shift_C,0,MF-BCL-SAEA,8,0.917546428124418
phase_temperature_shift_C,0,MF-BCL-SAEA,9,0.9169859284585969
phase_temperature_shift_C,0,MF-BCL-SAEA,10,0.9119488404672239
phase_temperature_shift_C,0,MF-BCL-SAEA,11,0.9137406555657106
phase_temperature_shift_C,0,MF-BCL-SAEA,12,0.9241965898003595
phase_temperature_shift_C,0,MF-BCL-SAEA,13,0.908681238735289
phase_temperature_shift_C,0,MF-BCL-SAEA,14,0.9193043622728045
phase_temperature_shift_C,0,MF-BCL-SAEA,15,0.909823476271475
phase_temperature_shift_C,0,MF-BCL-SAEA,16,0.9154046989437926
phase_temperature_shift_C,0,MF-BCL-SAEA,17,0.9084848964453666
phase_temperature_shift_C,0,MF-BCL-SAEA,18,0.9007816541744929
phase_temperature_shift_C,0,MF-BCL-SAEA,19,0.9153090766850183
phase_temperature_shift_C,0,MF-BCL-SAEA,20,0.912319315731443
phase_temperature_shift_C,0,MF-EMTO,1,0.8910189181398865
phase_temperature_shift_C,0,MF-EMTO,2,0.8887981262842265
phase_temperature_shift_C,0,MF-EMTO,3,0.8832324982143135
phase_temperature_shift_C,0,MF-EMTO,4,0.8821903405218108
phase_temperature_shift_C,0,MF-EMTO,5,0.8777676137629822
phase_temperature_shift_C,0,MF-EMTO,6,0.8893421681910095
phase_temperature_shift_C,0,MF-EMTO,7,0.8903882168751972
phase_temperature_shift_C,0,MF-EMTO,8,0.8798933718610497
