seed,algorithm,HV,IGD_plus,epsilon_indicator,spacing,HF_calls_to_90pct_oracle_HV,wall_time_h,feasible_fraction,failed_evaluation_fraction,HF_budget
21,qNEHVI,0.8856539975605218,0.003667336888305187,0.01818714528514352,0.012391481535328723,163,19.601980351633962,0.8894611519286033,0.05459571706740767,200
21,LC-SAEA,0.8766707705133038,0.005800957355568417,0.02266239214277494,0.013621248158982285,193,18.01648157116211,0.8967733876042338,0.042672315335840386,200
21,C-SAEA,0.8650244338899533,0.006897788046128361,0.021625726254833003,0.016301680690841525,186,16.479728441200088,0.869602502673068,0.06381371640596045,200
21,MOEA/D-GP,0.8565292027448282,0.00685745725206001,0.026549869644079932,0.01641458835832075,193,18.448793022172584,0.8595322225756151,0.05959011726593269,200
21,SMS-EGO,0.8424272951339307,0.011954052849030688,0.02890243865657041,0.0188071075049014,188,18.85007562011027,0.837227648524717,0.08265052650657086,200
21,ParEGO,0.8241574690809023,0.02063523719468358,0.03177981045838081,0.0210162963369954,200,18.519277799602783,0.8249000007896635,0.08881581877110348,200
21,HF-NSGA-II,0.7953044508833691,0.03549025575017859,0.03827416744382869,0.02495835410093239,200,19.091996989165352,0.8341151117168155,0.10563146278036943,200
22,MF-BCL-SAEA,0.9151472332323332,0.0035529681148449626,0.009775752308701372,0.00950804692400312,103,14.043198091423175,0.94411323067821,0.026386518956434648,200
22,MF-EMTO,0.8828146220692387,0.007945698345409799,0.019491356353907533,0.014350871616376826,135,17.380739546662117,0.9217202943845259,0.059008281042652024,200
22,qNEHVI,0.8766832112948928,0.00951225883223101,0.021014560800331535,0.014479776078206953,159,18.884319942745897,0.9048625732871777,0.05127581093142053,200
22,LC-SAEA,0.8845355627879947,0.0015434353529459736,0.016836573505244683,0.013356873896389967,164,16.135668395202245,0.9018652999485332,0.06063095662577991,200
22,C-SAEA,0.8718851675480634,0.0025685999305375016,0.021003240651116015,0.014791215157014276,191,17.230018009077455,0.889691807453159,0.06393914478350211,200
22,MOEA/D-GP,0.840695986875124,0.019159414862619698,0.028487279150898995,0.0181326441776602,183,18.800540340368848,0.8628056456432228,0.07207388564120838,200
22,SMS-EGO,0.8285146560179205,0.02320046457329248,0.031007540615665262,0.02019012586754385,189,17.706901516753703,0.8539784725133683,0.09571125470219491,200
22,ParEGO,0.8356445451141662,0.009619848460263796,0.03009512302158788,0.019513586098878093,190,18.088341002479247,0.8329815454798326,0.08713327609416019,200
22,HF-NSGA-II,0.8348736146001974,0.0005,0.029420340279195344,0.019931170071433597,200,19.719504540155295,0.8137782417428151,0.10075505066983174,200
23,MF-BCL-SAEA,0.9131253079716342,0.0041313224718517085,0.011358255577326866,0.00966572830037436,112,14.471980401310006,0.9466823859303752,0.011065550865466952,200
23,MF-EMTO,0.8800785223629938,0.008974382140490431,0.02012986767042943,0.014120865275323411,139,16.861733982363734,0.9168600564737536,0.040405177467793055,200
23,qNEHVI,0.8816384775122591,0.006323917239996011,0.018664488913035043,0.015679000829804782,169,18.960511621165903,0.8938738107128106,0.05497913358892791,200
23,LC-SAEA,0.8712124792635086,0.010080190087312537,0.020021931803510657,0.014835904187630412,180,17.606217781983524,0.8845118139313998,0.04964029722787214,200
23,C-SAEA,0.8604720533807572,0.009934015476014135,0.02452972516164828,0.0156298357048736,189,17.521583644895077,0.8870146618682683,0.0752243956804069,200
23,MOEA/D-GP,0.8569720252198209,0.00843719317777978,0.026298623389237382,0.01769856016555289,200,19.55674147125125,0.8651222915922042,0.0822938781714682,200
23,SMS-EGO,0.8613011105073456,0.0005,0.022873879853774384,0.016309521982767035,200,18.145590790666947,0.8567361277731941,0.082092516286685,200
23,ParEGO,0.8268406803295287,0.01742769706840375,0.030476746838642373,0.019931489691705113,180,18.053172322155987,0.8500702171055368,0.08743130804165025,200
23,HF-NSGA-II,0.8083008479708196,0.02002768133580688,0.0351066010705653,0.023953020033305246,188,20.09209115680784,0.8192573881178564,0.10008091490225099,200
24,MF-BCL-SAEA,0.9165575044082833,0.0020628250816270765,0.011798469617272381,0.008096216657133747,104,14.797499023811742,0.9414987046867996,0.018249451977901447,200
24,MF-EMTO,0.8922851702832846,0.003036081279597715,0.017568404963210205,0.011798870145418324,134,17.588149778561615,0.9042850612367833,0.062433956712134295,200
24,qNEHVI,0.8751716132401137,0.010388857313863584,0.021393893329558357,0.01247446593319135,155,17.797546268522247,0.9035148516990912,0.05059687505507107,200
24,LC-SAEA,0.8641606583767545,0.013293938198547624,0.02287659671671152,0.015830194752193792,180,17.389478021528898,0.9087418263163338,0.06732771399418241,200
24,C-SAEA,0.8581336927731931,0.011222170244288085,0.023444177331027577,0.016157704810120174,196,16.995752403522367,0.8634343260915697,0.06864717840436978,200
24,MOEA/D-GP,0.8512985866811272,0.01093059312249974,0.026306328846311768,0.015627060681594217,184,17.866660270671616,0.8767975953278684,0.07692716849971548,200
24,SMS-EGO,0.8316449623470685,0.022159470786470615,0.02970791370724117,0.0195844508783275,186,17.503273909253004,0.858879934948926,0.07615120257992677,200
24,ParEGO,0.8362223498085474,0.010036383581783749,0.027974757561062245,0.019056137597667756,187,18.639053312312896,0.8482518535720867,0.0896094192354153,200
24,HF-NSGA-II,0.8203106223521357,0.008662988042645595,0.034027189710073326,0.019757865073994067,195,19.76379608739385,0.8105469456635352,0.09616372184379761,200
25,MF-BCL-SAEA,0.9170231440299847,0.0025078233962068167,0.01139222700704511,0.0077443349584111,109,14.342046968918908,0.9638951364701512,0.0353171847982878,200
25,MF-EMTO,0.8903417564365143,0.003484645159662797,0.018654707141709508,0.014646366790357853,143,17.76298541847582,0.8998086878774667,0.05094797263226505,200
25,qNEHVI,0.8942569010542724,0.0005,0.01631880866950298,0.011417846782337501,149,18.3503517569628,0.8828236662353166,0.0525790266019004,200
25,LC-SAEA,0.866934875700991,0.011599462989665223,0.021709395016779667,0.014222750787411165,184,17.14067780744742,0.8868408335805611,0.07517431152176597,200
25,C-SAEA,0.8735782258837544,0.0019400966731416326,0.021672236355505723,0.013915795076920796,191,16.776756384023138,0.8545075895990843,0.06862018938491052,200
25,MOEA/D-GP,0.8603207394370723,0.006774417242535591,0.022675958610706162,0.017147842382153045,175,17.695368172326436,0.8859622839404467,0.06496964845950225,200
25,SMS-EGO,0.8377192520727853,0.016814340396733237,0.02894135389225399,0.020103145787084307,186,18.745941495755925,0.8454709275405956,0.08195138442381072,200
25,ParEGO,0.8406095841791633,0.0056130367498061565,0.029919863223287036,0.018855860421728758,200,19.508877372464486,0.8282217470378607,0.09498506702233746,200
25,HF-NSGA-II,0.82406835672576,0.006789699814493906,0.03335547100561267,0.02136741484427231,192,19.516712714351552,0.8385780216207736,0.1001386934752391,200
26,MF-BCL-SAEA,0.9187143747929593,0.001194111496756826,0.011003842589529295,0.008442161283173268,100,14.568888261518037,0.9538378852108959,0.03236753136484037,200
26,MF-EMTO,0.8709936080115714,0.014335510962198922,0.022287421012379946,0.013968548217218291,141,17.543798164654607,0.8987434150409374,0.05352121240092803,200
26,qNEHVI,0.8716150088113139,0.012373826359096448,0.022624545802963705,0.015281078085209034,168,19.86501564315121,0.8893242639281435,0.05777035512996509,200
26,LC-SAEA,0.8618984753536473,0.01492215166024015,0.024044791977301656,0.01608084004013666,179,16.319178020583866,0.8911886563525919,0.05784270997017583,200
26,C-SAEA,0.8522185126875512,0.015017811274197651,0.026468443353832992,0.018158080033416055,200,16.30659441411425,0.8780235465387596,0.07638221960257577,200
26,MOEA/D-GP,0.8566806085151799,0.008165092093566717,0.02560639066460127,0.016807670593311,188,18.49610281749713,0.8694208445333362,0.07994595307998831,200
26,SMS-EGO,0.8453311085441275,0.009063829026215435,0.027897903769256167,0.01855414751054992,195,17.5931342529875,0.8218911864290217,0.07392690296422808,200
26,ParEGO,0.8200935640065674,0.025316994602291847,0.03157632339945248,0.02118535512287831,196,18.66742277808839,0.8432802430634891,0.08945327797603674,200
26,HF-NSGA-II,0.8186408120647045,0.009752801840268837,0.03369106206855308,0.020244823029108495,195,19.609410877300167,0.8146675351111,0.10441267865596272,200
27,MF-BCL-SAEA,0.9129383897942115,0.004729077349622772,0.012598512489882318,0.008578809239553946,98,14.487095720177242,0.9624975769898971,0.015619735121150334,200
27,MF-EMTO,0.8839693528021166,0.007251829567697656,0.018814239155221606,0.012607727401219414,137,17.66583724465449,0.9017616549670197,0.051262144919803215,200
27,qNEHVI,0.8638109750105429,0.016838452124178803,0.025035790016585895,0.016844870255639445,162,18.170884874417826,0.8941954591121583,0.052398228045984145,200
27,LC-SAEA,0.8692802474619473,0.01039577001571351,0.02184070848909995,0.01462472109398036,183,17.481041562826704,0.8935787345316087,0.059364573421729135,200
27,C-SAEA,0.8620597690413526,0.007815435782404949,0.02456457087187414,0.016525621643879787,181,15.542767751670093,0.8653531538785708,0.07591737603807525,200
27,MOEA/D-GP,0.8477540026180422,0.014871515367022234,0.027224934911104285,0.016815798300430406,186,17.805071917544605,0.8403581152812921,0.06991952218501815,200
27,SMS-EGO,0.8410301302275907,0.014453892489303495,0.02824165413610921,0.018234774470667698,200,17.933214726637182,0.8543992810695509,0.0749490742601746,200
27,ParEGO,0.8312581159652268,0.015734633672110754,0.02843255361316792,0.020332850364354758,198,18.352476010161485,0.8448510857006535,0.09332037372849161,200
27,HF-NSGA-II,0.8009989641647897,0.025910569257463986,0.03891932673935406,0.02401592072928011,200,19.90598487505495,0.8383007250913452,0.1034774975270486,200
28,MF-BCL-SAEA,0.9133693905708617,0.005021873505421527,0.012918083771526031,0.01013090092358661,102,15.495179362873612,0.9486359920862004,0.03176002945592177,200
28,MF-EMTO,0.883091467644205,0.007868533926258536,0.019399499722398295,0.013663243361004884,147,17.94365170670686,0.9107746399958316,0.05687944688105831,200
28,qNEHVI,0.8905125925641401,0.001075825210643538,0.017293186681351116,0.012946519109395633,149,17.888176745116965,0.907710619744923,0.06833240017700658,200
28,LC-SAEA,0.8726692662682025,0.009238228575376633,0.02315765050147223,0.014638904976617564,181,17.746973564539466,0.8969026124537179,0.058020357165976505,200
28,C-SAEA,0.860898616859881,0.009979748525375871,0.02356693165214256,0.016465886201956582,195,17.371593205891262,0.8850589686458971,0.06683851780235263,200
28,MOEA/D-GP,0.8438216579305885,0.017747025473432928,0.028939772908789015,0.018890519484724755,181,18.13682122746776,0.8701874805066808,0.06860582774158089,200
28,SMS-EGO,0.8596885804416308,0.0010026696793046194,0.02340193592111437,0.01614098482542339,190,17.58589520860326,0.8527282777193039,0.0942358154831696,200
28,ParEGO,0.8284024432727959,0.01798703248895784,0.029865557967903866,0.019972621428206997,200,19.25612808920564,0.8221077032412458,0.08680166908545776,200
28,HF-NSGA-II,0.8210634910937131,0.010815972059370736,0.03253024527008355,0.021610779215092465,185,18.377481379158688,0.8176375358053749,0.09578619169442953,200
29,MF-BCL-SAEA,0.9143657314873647,0.004491564395905815,0.010296580996341767,0.00894637445965426,105,14.448863242670665,0.940179573815038,0.03625227616579972,200
29,MF-EMTO,0.8854973377888281,0.006805106123492154,0.01676807671896471,0.012976881553179727,145,18.196291664169692,0.8969344202564622,0.048836974322314104,200
29,qNEHVI,0.8810777989538816,0.006438717003592083,0.01912502485543003,0.013933175696345463,157,18.859949515172694,0.9168746447038998,0.05237970624828275,200
29,LC-SAEA,0.8901044136355035,0.0005,0.019201979242651376,0.012321010332853072,170,16.406948283912406,0.8908142404471521,0.05775469441180575,200
29,C-SAEA,0.8712770634558095,0.002659037623912971,0.02272143019551155,0.015165042885537846,197,17.615492411543727,0.8798147266309153,0.07543984787365254,200
29,MOEA/D-GP,0.8603118913226694,0.005552431864889994,0.025243161454107575,0.016038089887889722,185,18.211302157554854,0.8527897708863615,0.07847938776681926,200
29,SMS-EGO,0.855397997189855,0.0036968999093508893,0.02550350479200872,0.016603922624250866,200,19.077987129285145,0.8583938100631208,0.0913396257164859,200
29,ParEGO,0.8380193031338026,0.006445151154696845,0.029525802225203526,0.018913396542056385,200,18.972083747623735,0.8369181020760951,0.08480013579230136,200
29,HF-NSGA-II,0.8156431303494905,0.01717222718570167,0.03386105164205397,0.021906794557492584,200,19.43700866339229,0.8130570004899248,0.09883444152573136,200
30,MF-BCL-SAEA,0.9105620628758286,0.005886488216073498,0.01392307154234851,0.008576548938766469,97,14.265612792523065,0.9292992820764304,0.027253375012762766,200
30,MF-EMTO,0.8865426420244995,0.005522587059422727,0.020026577941853398,0.011828074486966036,158,18.99629992065176,0.9209668048378731,0.05238491896128418,200
30,qNEHVI,0.8932092564303981,0.0005,0.016085317352208625,0.011676535732545085,163,18.532512778403024,0.9014756014684812,0.0567724118999833,200
30,LC-SAEA,0.8901543338377261,0.0005,0.017691739444586744,0.012739377511197336,171,16.96473677556813,0.9045963593157764,0.05580548755820317,200
30,C-SAEA,0.8700706663987392,0.003445908590043983,0.022021154452647285,0.014412541528705044,185,16.068940119556743,0.86607201770647,0.07180046132321269,200
30,MOEA/D-GP,0.8584723983396909,0.0067170042637720905,0.02540272162862228,0.015370689618189118,185,18.091258778040533,0.8506346454202266,0.08141125466936584,200
30,SMS-EGO,0.8522074549679849,0.005389249586611028,0.02535216336424738,0.018657151423411775,190,18.413531808273692,0.8470062191261059,0.08012872621961759,200
30,ParEGO,0.844052100188784,0.00528295496135347,0.02733944899073928,0.018111469698279644,200,19.37439743086828,0.8266474481086686,0.08505881605778891,200
30,HF-NSGA-II,0.807209541242513,0.024077245237042362,0.03548533848374794,0.023425229175574408,199,19.223268424366353,0.8086735841612973,0.08978885332422328,200
