design,specimen,temperature_C,curvature_per_mm,pitch_mm,turns,blocking_force_mN
High-force inverse design,4,35,0.004514119743381757,3.1939907672535743,0.12328503046460783,1.700865625934311
High-force inverse design,4,40,0.01204934252285027,3.1952388381838532,0.3594549268687426,0.28416536852683605
High-force inverse design,4,45,0.0026284507659517604,3.1772833844495834,0.3145878946279893,1.0318532882803488
High-force inverse design,4,50,0.0,3.2278617931431834,0.11980991123031406,0.0
High-force inverse design,4,55,0.0076742207601576485,3.2130115943598425,0.21556938583292173,0.18163735563534036
High-force inverse design,4,60,0.020004199273386366,3.210689531095985,0.41566545573527985,0.6258698914387303
High-force inverse design,4,65,0.006617497842238104,3.1964174119274076,0.34473152013252223,1.021916871685377
High-force inverse design,4,70,0.05177225092046191,3.2022955287022756,0.5786577823674558,2.9954425660857256
High-force inverse design,4,75,0.07798074320281699,3.120630418162273,0.7928953824633185,4.772443493626606
High-force inverse design,4,80,0.158473315012956,3.1360065806957085,1.2308924343369783,8.379675519130615
High-force inverse design,4,85,0.2730468717242448,3.0483153152842064,2.164241033808072,17.374073959215117
High-force inverse design,4,90,0.4268888717232676,2.9137118025398134,3.084314843057652,25.043693501018485
High-force inverse design,4,95,0.5682935304956283,2.8715338588115897,4.138435469318771,33.57497992277476
High-force inverse design,4,100,0.6727753828386406,2.7780477318811605,4.877610413148259,42.49145093648612
High-force inverse design,4,105,0.762833845895631,2.732282005629482,5.695184824838722,46.350682805725555
High-force inverse design,4,110,0.8102919646477946,2.716170016957683,5.8665918958821734,48.785910549788504
High-force inverse design,4,115,0.8371288256485944,2.723837543660289,5.917194397905888,51.35748097841212
High-force inverse design,4,120,0.8543272369526114,2.721138983229114,6.261416870832947,50.16321400025036
High-force inverse design,4,125,0.8511500041410814,2.6291784052012077,6.19408942158164,52.15726028166305
High-force inverse design,4,130,0.8581116956432745,2.6692929727254477,6.199948226373655,51.49506216139073
High-force inverse design,4,135,0.8537099967158038,2.666055962945443,6.407678528836478,51.47264736738054
High-force inverse design,4,140,0.8659118848447251,2.632387120064688,6.216586257485199,51.87231203591819
High-force inverse design,5,25,0.0002984165563362033,3.2125820332599515,0.23237784611911672,0.0
High-force inverse design,5,30,0.0,3.239223284601539,0.18908266214155567,1.0018728714402858
High-force inverse design,5,35,0.0,3.185056410032046,0.2604072626427072,0.7519035910681275
High-force inverse design,5,40,0.0,3.1531772877773805,0.1257774493393233,0.6236472016078443
High-force inverse design,5,45,0.0,3.2184600519301365,0.14766205982763453,0.0
High-force inverse design,5,50,0.007970022567374217,3.1811845153430816,0.35872586459059363,0.0
High-force inverse design,5,55,0.00853226623940039,3.1703159926215676,0.22291603187189116,0.01698759243544895
High-force inverse design,5,60,0.015579239090994193,3.1705396342544327,0.288805269635772,1.5812061654158427
High-force inverse design,5,65,0.02490725339990073,3.148445608248645,0.32364336974012015,3.6935880417581277
High-force inverse design,5,70,0.06763754998285419,3.1637166513961,0.7593952342884259,3.0193579310353
High-force inverse design,5,75,0.1263792673166984,3.148576275525836,0.8850925691355294,6.775292233969444
High-force inverse design,5,80,0.22016022490451564,3.0662899203217173,1.6951733538686289,11.967369375568888
High-force inverse design,5,85,0.34342730117743026,3.011401658397258,2.759731492940652,20.45989257470285
High-force inverse design,5,90,0.505573114409324,2.9445078563729834,3.6054755278635695,30.831382409382872
High-force inverse design,5,95,0.6399856717791418,2.813021542363883,4.576241701834133,38.64550718942998
High-force inverse design,5,100,0.7427513453889041,2.751239417058611,5.362010426012453,44.02953626504987
High-force inverse design,5,105,0.7880831610911136,2.7496877438840026,5.759745221817134,48.32091751948318
High-force inverse design,5,110,0.8280291640379323,2.726094583475883,6.06731598509473,48.80383583439631
High-force inverse design,5,115,0.8464699495198088,2.69027323475055,6.17859949327171,52.33816426175298
High-force inverse design,5,120,0.8613229829885047,2.7020683916856485,6.1741555617770585,51.00190041680771
High-force inverse design,5,125,0.8547257161941781,2.675584991039172,6.271949061234185,50.80580008975798
High-force inverse design,5,130,0.8622822433512194,2.642274718865283,6.182451527567316,51.87147061564129
High-force inverse design,5,135,0.8709273740242264,2.5917282407200273,6.316878026184572,51.15828480898446
High-force inverse design,5,140,0.8652123812412872,2.732849426760167,6.2553168176736165,54.4061576704364
